feature,gain
TEMP_lag3,783.8923950195312
PRES_lag3,776.4294052124023
DEWP_lag3,772.5379180908203
wd_is_N,745.2049140930176
WSPM_w12_mean,737.4362869262695
DEWP_lag2,715.8230133056641
DEWP_lag1,695.652099609375
WSPM_w12_std,667.9355010986328
TEMP_lag1,613.6124038696289
RAIN_w6_mean,611.9761962890625
station_is_Wanliu,566.2039070129395
TEMP_w3_mean,553.725700378418
RAIN_w12_max,445.2619934082031
WSPM_lag47,416.1949996948242
station_is_Nongzhanguan,395.1383056640625
RAIN_lag24,379.5536918640137
rain_occurred_w6_mean,191.5030975341797
rain_occurred_w3_mean,174.76499938964844
WSPM_lag6,143.56300354003906
RAIN_w3_std,116.70800018310547
station_is_Guanyuan,115.56179809570312
RAIN_w6_max,96.23509979248047
station_is_Aotizhongxin,76.54910278320312
WSPM_w6_min,74.53489685058594
RAIN_w3_mean,73.6886978149414
TEMP_w3_std,49.70949935913086
WSPM_w3_std,41.475799560546875
DEWP_observed_at_origin,0.0
DEWP_observed_frac_24h,0.0
DEWP_observed_frac_48h,0.0
DEWP_observed_frac_6h,0.0
PRES_lag6,0.0
PRES_observed_at_origin,0.0
PRES_observed_frac_24h,0.0
PRES_observed_frac_6h,0.0
RAIN_lag0,0.0
RAIN_lag1,0.0
RAIN_lag12,0.0
RAIN_lag2,0.0
RAIN_lag3,0.0
RAIN_lag47,0.0
RAIN_lag6,0.0
RAIN_observed_at_origin,0.0
RAIN_observed_frac_24h,0.0
RAIN_observed_frac_48h,0.0
RAIN_observed_frac_6h,0.0
RAIN_w12_min,0.0
RAIN_w24_min,0.0
RAIN_w3_max,0.0
RAIN_w3_min,0.0
RAIN_w48_min,0.0
RAIN_w6_std,0.0
TEMP_observed_at_origin,0.0
TEMP_observed_frac_24h,0.0
TEMP_observed_frac_6h,0.0
WSPM_lag1,0.0
WSPM_lag12,0.0
WSPM_lag2,0.0
WSPM_lag3,0.0
WSPM_observed_at_origin,0.0
WSPM_observed_frac_24h,0.0
WSPM_observed_frac_6h,0.0
WSPM_w3_min,0.0
WSPM_w6_std,0.0
rain_occurred_at_origin,0.0
station_is_Changping,0.0
station_is_Dongsi,0.0
station_is_Tiantan,0.0
target_hour_cos,0.0
target_hour_sin,0.0
wd_is_E,0.0
wd_is_ENE,0.0
wd_is_ESE,0.0
wd_is_MISSING,0.0
wd_is_NE,0.0
wd_is_SE,0.0
wd_is_W,0.0
wd_is_WSW,0.0
