feature,gain
PRES_w24_min,18384.87306022644
PRES_w48_mean,18375.788284301758
PRES_w24_max,18094.403984069824
rain_occurred_w24_mean,17406.336769104004
TEMP_lag24,17260.11296272278
TEMP_w12_max,16654.59122467041
origin_month_sin,16647.494499206543
TEMP_w6_std,16031.186525344849
PRES_lag12,14525.618228912354
DEWP_w12_max,14441.82735824585
target_month_cos,14057.88098526001
WSPM_w3_mean,13835.176666259766
target_month_sin,13734.24047088623
DEWP_w24_max,13595.527057647705
PRES_lag24,12795.872453689575
wd_is_N,12625.436920166016
PRES_w24_mean,12584.892059326172
TEMP_w6_max,12506.23169517517
PRES_w6_std,12294.925872802734
RAIN_w12_mean,11927.96201133728
wd_is_NNW,11280.316650390625
wd_is_NW,11264.392635345459
station_is_Dingling,10870.13083267212
PRES_w12_min,10668.530094146729
wd_is_NNE,10545.885162353516
wd_is_S,10105.57286453247
DEWP_w24_mean,10099.724380493164
wd_is_NE,9889.909942626953
WSPM_w48_min,9696.423873901367
WSPM_w6_mean,9633.388389587402
DEWP_w3_max,9569.033950805664
wd_is_ESE,9289.365581512451
RAIN_w24_mean,9169.555179595947
WSPM_w12_std,8888.680612564087
TEMP_w12_mean,8672.498167037964
TEMP_lag0,8559.513195037842
RAIN_w48_max,8137.679920196533
TEMP_lag6,8092.1639404296875
DEWP_w12_mean,7939.369718551636
PRES_w3_std,7935.297302246094
wd_is_WNW,7723.771005630493
PRES_w3_max,7409.765167236328
DEWP_lag12,7203.961715698242
wd_is_SSE,6904.152477264404
rain_occurred_w12_mean,6774.95361328125
TEMP_w3_min,6521.548515319824
PRES_w6_max,6214.024913787842
station_is_Dongsi,6156.148231506348
PRES_w12_max,6006.346206665039
wd_is_SE,5884.072406768799
DEWP_w6_max,5783.208148956299
station_is_Nongzhanguan,5684.1489906311035
PRES_w6_min,5534.575189590454
PRES_w3_min,5496.567180633545
PRES_lag6,5214.549688339233
WSPM_lag47,5091.422801971436
WSPM_w24_min,4977.703477859497
DEWP_lag1,4901.099142074585
TEMP_lag1,4163.926570892334
TEMP_w6_mean,4101.5742263793945
TEMP_w3_max,4060.5900497436523
WSPM_lag24,4034.2458114624023
DEWP_w3_mean,4007.9858016967773
station_is_Gucheng,3846.693836212158
DEWP_w6_mean,3364.4904022216797
station_is_Tiantan,3359.0430641174316
RAIN_w6_mean,3102.4685020446777
PRES_w3_mean,2813.513698577881
RAIN_w12_std,2717.8295097351074
WSPM_w12_min,2684.8122749328613
RAIN_lag0,2638.9731254577637
DEWP_lag6,2608.6609840393066
RAIN_w24_max,2557.0741844177246
station_is_Changping,2526.2585945129395
wd_is_E,2484.566825866699
station_is_Shunyi,2476.8065071105957
PRES_w12_mean,2456.4970836639404
wd_is_W,2314.766014099121
RAIN_w6_std,2231.6054096221924
TEMP_lag3,2221.020694732666
wd_is_ENE,2202.2972106933594
station_is_Wanliu,1949.1812152862549
TEMP_lag2,1776.6093215942383
rain_occurred_w6_mean,1589.092903137207
RAIN_w6_min,1442.529209136963
RAIN_w12_max,1394.7297897338867
WSPM_w3_min,1373.1398086547852
station_is_Aotizhongxin,1362.280101776123
PRES_w6_mean,1356.5808944702148
station_is_Wanshouxigong,1319.1644916534424
TEMP_w3_mean,1211.3218040466309
station_is_Guanyuan,1086.0187072753906
PRES_lag3,1056.959804534912
DEWP_lag3,1044.9157028198242
PRES_lag1,1014.8708820343018
DEWP_lag2,956.2148971557617
RAIN_w6_max,940.4873046875
WSPM_w6_min,875.051794052124
RAIN_w3_min,869.3335952758789
WSPM_w6_std,861.3982963562012
RAIN_w3_mean,814.170108795166
PRES_lag2,667.6244926452637
WSPM_lag2,656.3445892333984
RAIN_lag47,551.6266975402832
RAIN_lag24,493.65411376953125
RAIN_lag6,444.58809661865234
WSPM_lag6,433.55670166015625
WSPM_lag12,362.0978012084961
WSPM_lag3,245.67670059204102
TEMP_observed_frac_48h,212.8339080810547
PRES_observed_frac_48h,180.4375
RAIN_observed_frac_48h,147.26300048828125
WSPM_w3_std,135.51189804077148
RAIN_w3_std,124.24299621582031
rain_occurred_w3_mean,114.79100036621094
DEWP_observed_frac_48h,57.213600158691406
PRES_observed_frac_24h,54.64899826049805
WSPM_lag1,52.125999450683594
DEWP_observed_at_origin,0.0
DEWP_observed_frac_24h,0.0
DEWP_observed_frac_6h,0.0
PRES_observed_at_origin,0.0
PRES_observed_frac_6h,0.0
RAIN_lag1,0.0
RAIN_lag12,0.0
RAIN_lag2,0.0
RAIN_lag3,0.0
RAIN_observed_at_origin,0.0
RAIN_observed_frac_24h,0.0
RAIN_observed_frac_6h,0.0
RAIN_w12_min,0.0
RAIN_w24_min,0.0
RAIN_w3_max,0.0
RAIN_w48_min,0.0
TEMP_observed_at_origin,0.0
TEMP_observed_frac_24h,0.0
TEMP_observed_frac_6h,0.0
WSPM_observed_at_origin,0.0
WSPM_observed_frac_24h,0.0
WSPM_observed_frac_48h,0.0
WSPM_observed_frac_6h,0.0
rain_occurred_at_origin,0.0
target_hour_cos,0.0
target_hour_sin,0.0
wd_is_MISSING,0.0
