model,station,horizon_hours,lag_hours,acf,n_pairs
B0,Nongzhanguan,24,3,0.823207,8506
B0,Nongzhanguan,24,6,0.626533,8487
B0,Nongzhanguan,24,12,0.316921,8479
B0,Nongzhanguan,24,24,-0.314747,8463
B0,Nongzhanguan,24,48,-0.124771,8442
B0,Nongzhanguan,24,72,-0.006305,8413
B0,Nongzhanguan,24,168,0.030682,8320
B0,Shunyi,1,1,0.250721,8319
B0,Shunyi,1,2,0.057477,8288
B0,Shunyi,1,3,0.007796,8275
B0,Shunyi,1,6,-0.066476,8233
B0,Shunyi,1,12,-0.039051,8189
B0,Shunyi,1,24,0.032549,8138
B0,Shunyi,1,48,0.045152,8080
B0,Shunyi,1,72,0.033478,8057
B0,Shunyi,1,168,0.033203,7964
B0,Shunyi,6,1,0.878968,8319
B0,Shunyi,6,2,0.692481,8288
B0,Shunyi,6,3,0.484422,8275
B0,Shunyi,6,6,-0.129608,8233
B0,Shunyi,6,12,-0.200913,8189
B0,Shunyi,6,24,0.145094,8138
B0,Shunyi,6,48,0.131577,8080
B0,Shunyi,6,72,0.114901,8057
B0,Shunyi,6,168,0.136913,7964
B0,Shunyi,12,1,0.931879,8319
B0,Shunyi,12,2,0.826096,8288
B0,Shunyi,12,3,0.704111,8275
B0,Shunyi,12,6,0.30956,8233
B0,Shunyi,12,12,-0.347162,8189
B0,Shunyi,12,24,0.07187,8138
B0,Shunyi,12,48,0.097493,8080
B0,Shunyi,12,72,0.119016,8057
B0,Shunyi,12,168,0.13284,7964
B0,Shunyi,24,1,0.951763,8319
B0,Shunyi,24,2,0.885171,8288
B0,Shunyi,24,3,0.817256,8275
B0,Shunyi,24,6,0.625292,8233
B0,Shunyi,24,12,0.296065,8189
B0,Shunyi,24,24,-0.330273,8138
B0,Shunyi,24,48,-0.113765,8080
B0,Shunyi,24,72,0.006518,8057
B0,Shunyi,24,168,0.02034,7964
B0,Tiantan,1,1,0.289727,8558
B0,Tiantan,1,2,0.007076,8534
B0,Tiantan,1,3,-0.044738,8522
B0,Tiantan,1,6,-0.065681,8506
B0,Tiantan,1,12,-0.000579,8487
B0,Tiantan,1,24,0.031708,8462
B0,Tiantan,1,48,0.023519,8441
B0,Tiantan,1,72,0.003027,8416
B0,Tiantan,1,168,0.005631,8324
B0,Tiantan,6,1,0.872274,8558
B0,Tiantan,6,2,0.663685,8534
B0,Tiantan,6,3,0.44255,8522
B0,Tiantan,6,6,-0.150637,8506
B0,Tiantan,6,12,-0.087593,8487
B0,Tiantan,6,24,0.018055,8462
B0,Tiantan,6,48,0.039697,8441
B0,Tiantan,6,72,0.019362,8416
B0,Tiantan,6,168,0.041966,8324
B0,Tiantan,12,1,0.929047,8558
B0,Tiantan,12,2,0.815306,8534
B0,Tiantan,12,3,0.696016,8522
B0,Tiantan,12,6,0.36153,8506
B0,Tiantan,12,12,-0.215801,8487
B0,Tiantan,12,24,-0.04823,8462
B0,Tiantan,12,48,0.013449,8441
B0,Tiantan,12,72,0.034642,8416
B0,Tiantan,12,168,0.06773,8324
B0,Tiantan,24,1,0.955847,8558
B0,Tiantan,24,2,0.886174,8534
B0,Tiantan,24,3,0.815245,8522
B0,Tiantan,24,6,0.630435,8506
B0,Tiantan,24,12,0.330948,8487
B0,Tiantan,24,24,-0.302974,8462
B0,Tiantan,24,48,-0.126669,8441
B0,Tiantan,24,72,-0.021175,8416
B0,Tiantan,24,168,0.020228,8324
B0,Wanliu,1,1,0.262329,8583
B0,Wanliu,1,2,-0.023814,8567
B0,Wanliu,1,3,-0.033195,8563
B0,Wanliu,1,6,-0.092291,8549
B0,Wanliu,1,12,-0.022603,8536
B0,Wanliu,1,24,0.032083,8518
B0,Wanliu,1,48,0.00723,8491
B0,Wanliu,1,72,0.000522,8466
B0,Wanliu,1,168,0.016722,8375
B0,Wanliu,6,1,0.866912,8583
B0,Wanliu,6,2,0.657038,8567
B0,Wanliu,6,3,0.448717,8563
B0,Wanliu,6,6,-0.146578,8549
B0,Wanliu,6,12,-0.087591,8536
B0,Wanliu,6,24,0.060946,8518
B0,Wanliu,6,48,0.022596,8491
B0,Wanliu,6,72,0.041622,8466
B0,Wanliu,6,168,0.065171,8375
B0,Wanliu,12,1,0.926673,8583
B0,Wanliu,12,2,0.813461,8567
B0,Wanliu,12,3,0.700725,8563
B0,Wanliu,12,6,0.36419,8549
B0,Wanliu,12,12,-0.216941,8536
B0,Wanliu,12,24,-0.01217,8518
B0,Wanliu,12,48,0.025581,8491
B0,Wanliu,12,72,0.073264,8466
B0,Wanliu,12,168,0.0765,8375
B0,Wanliu,24,1,0.955847,8583
B0,Wanliu,24,2,0.889841,8567
B0,Wanliu,24,3,0.827115,8563
B0,Wanliu,24,6,0.65123,8549
B0,Wanliu,24,12,0.35621,8536
B0,Wanliu,24,24,-0.282829,8518
B0,Wanliu,24,48,-0.160299,8491
B0,Wanliu,24,72,-0.007686,8466
B0,Wanliu,24,168,0.024805,8375
B0,Wanshouxigong,1,1,0.162354,8468
B0,Wanshouxigong,1,2,-0.042499,8447
B0,Wanshouxigong,1,3,-0.03276,8443
B0,Wanshouxigong,1,6,-0.032893,8422
B0,Wanshouxigong,1,12,-0.018725,8382
B0,Wanshouxigong,1,24,0.036951,8336
B0,Wanshouxigong,1,48,0.022487,8294
B0,Wanshouxigong,1,72,0.00808,8272
B0,Wanshouxigong,1,168,0.001287,8186
B0,Wanshouxigong,6,1,0.854456,8468
B0,Wanshouxigong,6,2,0.652966,8447
B0,Wanshouxigong,6,3,0.454891,8443
B0,Wanshouxigong,6,6,-0.138764,8422
B0,Wanshouxigong,6,12,-0.134318,8382
B0,Wanshouxigong,6,24,0.039302,8336
B0,Wanshouxigong,6,48,0.048444,8294
B0,Wanshouxigong,6,72,0.028344,8272
B0,Wanshouxigong,6,168,0.075904,8186
B0,Wanshouxigong,12,1,0.916406,8468
B0,Wanshouxigong,12,2,0.8007,8447
B0,Wanshouxigong,12,3,0.687491,8443
B0,Wanshouxigong,12,6,0.341344,8422
B0,Wanshouxigong,12,12,-0.262299,8382
B0,Wanshouxigong,12,24,-0.022731,8336
B0,Wanshouxigong,12,48,0.037523,8294
B0,Wanshouxigong,12,72,0.040607,8272
B0,Wanshouxigong,12,168,0.103303,8186
B0,Wanshouxigong,24,1,0.94623,8468
B0,Wanshouxigong,24,2,0.876486,8447
B0,Wanshouxigong,24,3,0.809232,8443
B0,Wanshouxigong,24,6,0.621948,8422
B0,Wanshouxigong,24,12,0.307104,8382
B0,Wanshouxigong,24,24,-0.31524,8336
B0,Wanshouxigong,24,48,-0.107865,8294
B0,Wanshouxigong,24,72,-0.029076,8272
B0,Wanshouxigong,24,168,0.042028,8186
